state,year,treated,employment_rate,part_time_rate
RI,1985,0,0.6812737456112433,0.13106482437156758
SC,1985,0,0.6401316505189147,0.11938140380014323
SD,1985,0,0.6300731328464522,0.1198504960625983
TN,1985,0,0.6334671535797053,0.12553513209460937
TX,1985,0,0.6601576550520939,0.11641849905505629
UT,1985,0,0.6746641875506915,0.11447754877000041
VT,1985,0,0.6400564918088948,0.12053450419932606
VA,1985,0,0.6570496904253151,0.1270778971152242
WA,1985,0,0.6449327480633054,0.12872220821627578
WV,1985,0,0.6483145030976367,0.12448672238501844
WI,1985,0,0.6631161250199634,0.11944786402058183
WY,1985,0,0.6331841171235818,0.126890357553178
AL,1986,0,0.6369827711992243,0.14346711143145344
AK,1986,1,0.6262602532383503,0.15037887177420958
AZ,1986,0,0.687536502748597,0.13334201956994704
AR,1986,0,0.6372615130941324,0.12661515993728736
CA,1986,0,0.6812140732606152,0.12687100394743764
CO,1986,0,0.6628429473552011,0.11767853214790502
CT,1986,0,0.6545148558297,0.12225332922124409
DE,1986,0,0.6802117797202497,0.12345706702838281
FL,1986,0,0.6441515918171644,0.12224154646644159
GA,1986,0,0.6587960290349753,0.11039568218861683
HI,1986,0,0.6417714125540395,0.13804129367095153
ID,1986,0,0.6752430115649137,0.11906144940934436
IL,1986,0,0.6390133295104953,0.12391240962209127
IN,1986,0,0.6875145513736927,0.12329027427270563
IA,1986,0,0.6570245257322931,0.11838886042257188
KS,1986,0,0.6801282259270991,0.10171238248165881
KY,1986,0,0.669350826670766,0.11198253407472096
LA,1986,0,0.653381555437147,0.1093014424431512
ME,1986,0,0.6823128077895595,0.13220305371394664
MD,1986,0,0.6866268087437055,0.12786171460189766
MA,1986,0,0.6624725019521461,0.1037154924388409
MI,1986,0,0.6511661665192783,0.1133792553685247
MN,1986,0,0.6337900089951333,0.10097701808631786
MS,1986,0,0.6492790476460185,0.11253051287670841
MO,1986,0,0.6457374408162933,0.13835899374549507
MT,1986,0,0.6559088269007535,0.12261092866659662
NE,1986,0,0.6656091092614331,0.11796692490249872
NV,1986,0,0.6563345740002455,0.13338274068494274
NH,1986,0,0.6545098401557439,0.1233736243351602
NJ,1986,0,0.6519313073113499,0.12145698505243958
NM,1986,0,0.6515694910951055,0.12102796123939055
NY,1986,0,0.6338945841432329,0.1408573710334175
NC,1986,0,0.6731227212602746,0.11614384666340084
ND,1986,0,0.6460136558966738,0.13413429563482457
OH,1986,0,0.6473578184629779,0.13716581642355652
OK,1986,0,0.6811020324959141,0.10633801401205102
OR,1986,0,0.6343511076567194,0.11407739179866985
PA,1986,0,0.6390067505915483,0.13267014742182295
RI,1986,0,0.6571240091442195,0.12000154196531844
SC,1986,0,0.6645132117603777,0.1259277152993085
SD,1986,0,0.6336810659195602,0.12293325398923886
TN,1986,0,0.6342486373856168,0.12046284062084918
TX,1986,0,0.6444700928751593,0.09680990160413591
UT,1986,0,0.6769406673539352,0.11163909943799816
VT,1986,0,0.655965125271811,0.11805962647915348
VA,1986,0,0.6594068631803133,0.11063491822849997
WA,1986,0,0.6519231847035536,0.12658622487783708
WV,1986,0,0.6648897620777098,0.12447576005191066
WI,1986,0,0.6504013020620204,0.11986005688807382
WY,1986,0,0.6676203921415859,0.12750471613094672
AL,1987,0,0.6302747266924638,0.1169051647563892
AK,1987,1,0.6672576261341935,0.146183049896015
AZ,1987,0,0.642547774721526,0.11929255275136892
AR,1987,0,0.6767543575565608,0.10975585810480365
CA,1987,0,0.638078350215052,0.1169021142493717
CO,1987,0,0.6795194602854747,0.10805789843666892
CT,1987,0,0.6629761256128751,0.1408223377523385
DE,1987,0,0.6282527448781918,0.11960493390148035
FL,1987,0,0.6653181555836928,0.10540456528600746
GA,1987,0,0.6612816400668441,0.10908947269453387
HI,1987,0,0.6530602429092072,0.13048748382251263
ID,1987,0,0.679984907584811,0.11949402345674902
IL,1987,0,0.6449954870001583,0.1230070854665344
IN,1987,0,0.6628285859816715,0.10842366136156842
IA,1987,0,0.6733739059122784,0.11904028209827507
KS,1987,0,0.6548237109247395,0.10774300944818367
KY,1987,0,0.6453968731942763,0.12077640037499779
LA,1987,0,0.661342967396425,0.12822572334486773
ME,1987,0,0.6487200846901737,0.11287338190541804
MD,1987,0,0.6473944817457619,0.11902351073217554
MA,1987,0,0.6582735179420427,0.11078435764312147
MI,1987,0,0.6657199170787124,0.12752998778595917
MN,1987,0,0.6409928548959624,0.12113373278516165
MS,1987,0,0.6664622261645785,0.1331195230313085
MO,1987,0,0.6492135568563068,0.10566419760128412
MT,1987,0,0.6505749608184168,0.1313762052242102
NE,1987,0,0.6267490933535808,0.1234527953835158
NV,1987,0,0.6769895404143417,0.1253841677539379
NH,1987,0,0.6745647357899055,0.11726772315558433
NJ,1987,0,0.6437824074839973,0.09917662346758088
NM,1987,0,0.6607100975718322,0.10638485670343349
NY,1987,0,0.6686920100865006,0.1252122857823129
NC,1987,0,0.6677167720406924,0.13116400461693217
ND,1987,0,0.6603700407382317,0.11009722371685686
OH,1987,0,0.678664452729738,0.12270157255055071
OK,1987,0,0.6551666391656172,0.13302838991865965
OR,1987,0,0.6611909284867811,0.12278723668893805
PA,1987,0,0.6624492598017024,0.10731846172657139
RI,1987,0,0.6520827569672373,0.12539643104357887
SC,1987,0,0.6554231985261201,0.13937030646837714
SD,1987,0,0.6719672899525054,0.10746477959397271
TN,1987,0,0.701391655786381,0.11533282202220921
TX,1987,0,0.6553281703005367,0.0920826824325221
UT,1987,0,0.6715638551212553,0.12053510403571119
VT,1987,0,0.6433756586883926,0.11733131866217268
VA,1987,0,0.6556286612214292,0.12920456541362918
WA,1987,0,0.6686928849804645,0.13003518502690442
WV,1987,0,0.6658739674865003,0.11577621935002141
WI,1987,0,0.6596122833382487,0.12438581045656236
WY,1987,0,0.6722499917728858,0.11338081389020581
AL,1988,0,0.662211903284028,0.11353857780389973
AK,1988,1,0.639458176741966,0.1541266831770835
AZ,1988,0,0.6517852085756628,0.11355215520900358
AR,1988,0,0.6767435527902552,0.11595473167736318
CA,1988,0,0.6663825685007071,0.13410796901401156
CO,1988,0,0.6773225604643048,0.10799811688355196
CT,1988,0,0.6410001246114007,0.10112742468461015
DE,1988,0,0.6583711395681716,0.13272193428603138
FL,1988,0,0.6613390371732482,0.10842199321640521
GA,1988,0,0.6752143966865682,0.1426643020912324
HI,1988,0,0.6806106534788331,0.10368531397971306
ID,1988,0,0.6548788289887393,0.12331650642409617
IL,1988,0,0.6463186001161203,0.12152439378825543
IN,1988,0,0.6513624632842256,0.10368554356975845
IA,1988,0,0.6407373430717579,0.11487641793391039
KS,1988,0,0.6649310289156827,0.11196390648780566
KY,1988,0,0.6784284161272914,0.12302313791662249
LA,1988,0,0.6720264270119903,0.1281772153699335
ME,1988,0,0.6613308749576726,0.12437288264313454
MD,1988,0,0.6738615431721956,0.12093655505933466
MA,1988,0,0.6282429440354566,0.10286977952131122
MI,1988,0,0.7010719262300686,0.12259177518652614
MN,1988,0,0.680756597868284,0.10517970975546881
MS,1988,0,0.6662359256787816,0.11956698326617404
MO,1988,0,0.6730661366267436,0.1283217303212388
MT,1988,0,0.6690825050562657,0.13497590132729578
NE,1988,0,0.6746368414722477,0.11167336387702442
NV,1988,0,0.6620302038619666,0.12943056229243133
NH,1988,0,0.6412863194914579,0.10320622459967753
NJ,1988,0,0.6678476601119455,0.10974367399370313
NM,1988,0,0.6979587869423532,0.12205254185877969
NY,1988,0,0.7076990821592574,0.1197130034537881
NC,1988,0,0.6742289211472162,0.126527757139295
ND,1988,0,0.6642688852857347,0.1235738204668565
OH,1988,0,0.6620834070466535,0.11351456459200923
OK,1988,0,0.6595417139463382,0.13881235140049983
OR,1988,0,0.6507983904286614,0.1393422806899464
PA,1988,0,0.6729405832359543,0.12914706015769561
RI,1988,0,0.6863536300321267,0.12361660535372423
SC,1988,0,0.6730427654455396,0.11033669774091551
SD,1988,0,0.6429910307581973,0.1125255012066368
TN,1988,0,0.6541537962550884,0.12493346757289439
TX,1988,0,0.678756987517474,0.1331858330698959
UT,1988,0,0.6504255804269059,0.1198541880057147
VT,1988,0,0.6807280005552208,0.11948151396897627
VA,1988,0,0.6455542495673376,0.1329301157653788
WA,1988,0,0.6640252733358687,0.10851784537285965
WV,1988,0,0.6924208248662378,0.11992286525210023
WI,1988,0,0.6534060614516184,0.08808941039480812
WY,1988,0,0.6646396273696509,0.12981422591402997
AL,1989,0,0.6632675348757977,0.11603727750609474
AK,1989,1,0.6506000319467584,0.13810477478182126
AZ,1989,0,0.6526295735166447,0.11384383582577537
AR,1989,0,0.6541852079725508,0.11974389233475115
CA,1989,0,0.6841797653036064,0.10693057441640488
CO,1989,0,0.6710992838855037,0.10685057970192743
CT,1989,0,0.6617399525329002,0.09909805951019911
DE,1989,0,0.666971039255257,0.10604670618683004
FL,1989,0,0.6690502553130234,0.10521261384446079
GA,1989,0,0.651513839169213,0.13086083673028837
HI,1989,0,0.6686174492573137,0.11862039275992921
ID,1989,0,0.6824081066087966,0.10953905909589699
IL,1989,0,0.6634870308693505,0.11861387261761917
IN,1989,0,0.680734456296178,0.11487605497964481
IA,1989,0,0.6721952264947298,0.11011111253512346
KS,1989,0,0.6547666511078168,0.11669906520669943
KY,1989,0,0.6552797716543591,0.12743111358168216
LA,1989,0,0.6442390572287496,0.13524793592857898
ME,1989,0,0.6552775255651114,0.11117832463312424
MD,1989,0,0.6880386586705679,0.11284627129487217
MA,1989,0,0.6648390937921766,0.1104682970874578
MI,1989,0,0.6759208158842477,0.12959917503860496
MN,1989,0,0.6588936268619171,0.12714653568049927
MS,1989,0,0.6653299286324638,0.12935670958558307
MO,1989,0,0.6618983512108279,0.11574445362110349
MT,1989,0,0.6504202385551044,0.12233819800742211
NE,1989,0,0.6831315099512373,0.11886486704500401
NV,1989,0,0.6641396940949718,0.10148045991247667
NH,1989,0,0.6927425066403767,0.11929437333914827
NJ,1989,0,0.6563196224234912,0.1305595851269144
NM,1989,0,0.6750013414820071,0.11846137262115779
NY,1989,0,0.6587879378758413,0.11770667729906699
NC,1989,0,0.6705607775945608,0.11006237854559947
ND,1989,0,0.6775780552497893,0.10768536404821666
OH,1989,0,0.650154277038793,0.11332654033397783
OK,1989,0,0.655358671031588,0.1285309584481037
OR,1989,0,0.6547956044301834,0.11466201945341166
PA,1989,0,0.6809544293671543,0.12481347538053318
RI,1989,0,0.6624934611743982,0.10792981320072056
SC,1989,0,0.6489759695694238,0.10620393143764217
SD,1989,0,0.6784859942996764,0.11455829742639156
TN,1989,0,0.6640532756517084,0.12808496865937924
TX,1989,0,0.6672411477420446,0.12218763518147185
UT,1989,0,0.6459837039480573,0.12363566474029353
VT,1989,0,0.6740170333219345,0.10635908349778377
VA,1989,0,0.6973940733161019,0.1158583399510752
WA,1989,0,0.6772280332382391,0.12465288615132349
WV,1989,0,0.6761404745918959,0.11266458115681574
WI,1989,0,0.6756961816828555,0.09848954588350303
WY,1989,0,0.6472686391711323,0.1263993241083576
AL,1990,0,0.6670424898272759,0.10748786641375466
AK,1990,1,0.6433321198878453,0.13555299322487935
AZ,1990,0,0.6504020070738864,0.11786134224557766
AR,1990,0,0.6497780328129347,0.1075846906506055
CA,1990,0,0.6773801684757125,0.10763050140537932
CO,1990,0,0.6775032716983711,0.12447874803518001
CT,1990,0,0.6843187635887268,0.12871741706641496
DE,1990,0,0.6643274548247251,0.1150688546165219
FL,1990,0,0.7007105132114287,0.12115997883236282
GA,1990,0,0.6518472340841515,0.10616883763203463
HI,1990,0,0.6694251832709831,0.11009936956524997
ID,1990,0,0.6788561021689431,0.10285500954488705
IL,1990,0,0.6863623778426056,0.11806488192290927
IN,1990,0,0.6596915241540335,0.12955741584306105
IA,1990,0,0.7022311449387865,0.1095993526329948
KS,1990,0,0.6873590108294306,0.1165627352378187
KY,1990,0,0.6677630247526002,0.1214884553647444
LA,1990,0,0.6566687333009008,0.11823940336704229
ME,1990,0,0.6712842413199301,0.1233116764891154
MD,1990,0,0.6662192127498807,0.1139433792874697
MA,1990,0,0.6683513491047638,0.1163472042227147
MI,1990,0,0.6691360861120687,0.12437077273756915
MN,1990,0,0.6938945465712933,0.10733593013147473
MS,1990,0,0.6546215398670575,0.12219075048996045
MO,1990,0,0.6856376297311978,0.12687590484688027
MT,1990,0,0.6482515655999083,0.12111920404217864
NE,1990,0,0.6882439638488935,0.1186769557408079
NV,1990,0,0.6566549759304279,0.1123743053645154
NH,1990,0,0.6559997046187219,0.11752255447029056
NJ,1990,0,0.6872635680265404,0.12135657320850511
NM,1990,0,0.7072435735793763,0.11855150871566755
NY,1990,0,0.6777258258073625,0.11186897949077809
NC,1990,0,0.6830814852232219,0.12210084931318824
ND,1990,0,0.6784812840894658,0.11190337628475412
OH,1990,0,0.6771173524838638,0.12126975515048541
OK,1990,0,0.6714725013721133,0.12513926404051945
OR,1990,0,0.6815462461529451,0.129448886488945
PA,1990,0,0.6639201572550938,0.1242130977913921
RI,1990,0,0.6741971465595918,0.10462425521493592
SC,1990,0,0.6923803617048858,0.09266734367815137
SD,1990,0,0.676750148701819,0.1278978622166513
TN,1990,0,0.6727968030074446,0.12865066645289755
TX,1990,0,0.6761972390861516,0.11571906497208002
UT,1990,0,0.6712531917973226,0.12813305141473055
VT,1990,0,0.6724698537177218,0.10531943099807264
VA,1990,0,0.6845697863298357,0.12051354672060759
WA,1990,0,0.6843833449746206,0.10066891094121315
WV,1990,0,0.6738357127151033,0.11787248332052687
WI,1990,0,0.685675992589472,0.12170036787968871
WY,1990,0,0.6726092700842295,0.13504547707717443
